id,sbi
20231024_500101002_04:00,6.137769
20231024_500101002_04:20,6.530243
20231024_500101002_04:40,6.473095
20231024_500101002_05:00,6.008047
20231024_500101002_05:20,5.901543
20231024_500101002_05:40,6.769887
20231024_500101002_06:00,7.334991
20231024_500101002_06:20,7.719404
20231024_500101002_06:40,8.653154
20231024_500101002_07:00,7.824519
20231024_500101002_07:20,6.051084
20231024_500101002_07:40,2.971931
20231024_500101002_08:00,0.885581
20231024_500101002_08:20,1.198653
20231024_500101002_08:40,0.095198
20231024_500101002_09:00,0.097591
20231024_500101002_09:20,0.256149
20231024_500101002_09:40,0.209555
20231024_500101002_10:00,0.566301
20231024_500101002_10:20,0.031527
20231024_500101002_10:40,0.162344
20231024_500101002_11:00,0.165736
20231024_500101002_11:20,0.106706
20231024_500101002_11:40,0.042221
20231024_500101002_12:00,0.155411
20231024_500101002_12:20,0.117497
20231024_500101002_12:40,0.271777
20231024_500101002_13:00,0.229471
20231024_500101002_13:20,0.447716
20231024_500101002_13:40,0.187826
20231024_500101002_14:00,0.169074
20231024_500101002_14:20,0.219171
20231024_500101002_14:40,0.369615
20231024_500101002_15:00,0.322223
20231024_500101002_15:20,0.904560
20231024_500101002_15:40,1.681858
20231024_500101002_16:00,2.572830
20231024_500101002_16:20,4.261588
20231024_500101002_16:40,5.646483
20231024_500101002_17:00,6.633046
20231024_500101002_17:20,8.703654
20231024_500101002_17:40,8.729095
20231024_500101002_18:00,8.936632
20231024_500101002_18:20,6.793243
20231024_500101002_18:40,3.548408
20231024_500101002_19:00,2.075152
20231024_500101002_19:20,0.813988
20231024_500101002_19:40,0.741565
20231024_500101002_20:00,0.547870
20231024_500101002_20:20,0.952762
20231024_500101002_20:40,1.322441
20231024_500101002_21:00,0.848547
20231024_500101002_21:20,0.950035
20231024_500101002_21:40,1.070023
20231024_500101002_22:00,0.633277
20231024_500101002_22:20,0.857444
20231024_500101002_22:40,0.365331
20231024_500101002_23:00,1.012495
20231024_500101002_23:20,1.067016
20231024_500101002_23:40,1.366833
20231021_500101003_00:00,9.739652
20231021_500101003_00:20,7.582380
20231021_500101003_00:40,10.436593
20231021_500101003_01:00,10.770655
20231021_500101003_01:20,11.392989
20231021_500101003_01:40,11.297687
20231021_500101003_02:00,10.507752
20231021_500101003_02:20,10.739163
20231021_500101003_02:40,10.324970
20231021_500101003_03:00,9.839670
20231021_500101003_03:20,9.409244
20231021_500101003_03:40,9.404775
20231021_500101003_04:00,10.542775
20231021_500101003_04:20,9.859614
20231021_500101003_04:40,9.532022
20231021_500101003_05:00,8.959169
20231021_500101003_05:20,8.665097
20231021_500101003_05:40,8.551727
20231021_500101003_06:00,7.198819
20231021_500101003_06:20,7.349708
20231021_500101003_06:40,7.639727
20231021_500101003_07:00,8.657304
20231021_500101003_07:20,9.750607
20231021_500101003_07:40,8.377022
20231021_500101003_08:00,7.417500
20231021_500101003_08:20,5.924746
20231021_500101003_08:40,5.410499
20231021_500101003_09:00,5.244083
20231021_500101003_09:20,5.689747
20231021_500101003_09:40,5.226360
20231021_500101003_10:00,4.267995
20231021_500101003_10:20,4.309092
20231021_500101003_10:40,3.613175
20231021_500101003_11:00,2.915017
20231021_500101003_11:20,2.346881
20231021_500101003_11:40,1.652335
20231021_500101003_12:00,2.392061
20231021_500101003_12:20,1.931143
20231021_500101003_12:40,1.477102
20231021_500101003_13:00,1.372539
20231021_500101003_13:20,1.476046
20231021_500101003_13:40,2.373276
20231021_500101003_14:00,2.281893
20231021_500101003_14:20,2.483140
20231021_500101003_14:40,2.604664
20231021_500101003_15:00,2.010057
20231021_500101003_15:20,2.091633
20231021_500101003_15:40,2.213881
20231021_500101003_16:00,2.663746
20231021_500101003_16:20,3.133638
20231021_500101003_16:40,3.165379
20231021_500101003_17:00,3.566072
20231021_500101003_17:20,3.408745
20231021_500101003_17:40,4.030055
20231021_500101003_18:00,4.337482
20231021_500101003_18:20,3.552522
20231021_500101003_18:40,3.360540
20231021_500101003_19:00,3.354201
20231021_500101003_19:20,3.884845
20231021_500101003_19:40,4.264076
20231021_500101003_20:00,4.546089
20231021_500101003_20:20,5.342284
20231021_500101003_20:40,5.813539
20231021_500101003_21:00,7.178202
20231021_500101003_21:20,7.869240
20231021_500101003_21:40,8.149208
20231021_500101003_22:00,8.756492
20231021_500101003_22:20,9.263883
20231021_500101003_22:40,9.805396
20231021_500101003_23:00,10.278648
20231021_500101003_23:20,9.960228
20231021_500101003_23:40,10.472160
20231022_500101003_00:00,11.092891
20231022_500101003_00:20,11.094646
20231022_500101003_00:40,10.896167
20231022_500101003_01:00,11.797139
20231022_500101003_01:20,12.082196
20231022_500101003_01:40,12.486767
20231022_500101003_02:00,12.578397
20231022_500101003_02:20,11.877696
20231022_500101003_02:40,12.197495
20231022_500101003_03:00,11.331666
20231022_500101003_03:20,11.113157
20231022_500101003_03:40,11.517866
20231022_500101003_04:00,11.853472
20231022_500101003_04:20,12.151122
20231022_500101003_04:40,11.966874
20231022_500101003_05:00,12.162864
20231022_500101003_05:20,11.836884
20231022_500101003_05:40,11.053041
20231022_500101003_06:00,10.536692
20231022_500101003_06:20,10.138478
20231022_500101003_06:40,10.278768
20231022_500101003_07:00,10.558178
20231022_500101003_07:20,10.179251
20231022_500101003_07:40,9.429870
20231022_500101003_08:00,8.479242
20231022_500101003_08:20,7.621873
20231022_500101003_08:40,7.256844
20231022_500101003_09:00,5.941907
20231022_500101003_09:20,5.474807
20231022_500101003_09:40,3.625402
20231022_500101003_10:00,2.738430
20231022_500101003_10:20,2.161672
20231022_500101003_10:40,1.898498
20231022_500101003_11:00,2.771995
20231022_500101003_11:20,2.745578
20231022_500101003_11:40,2.783551
20231022_500101003_12:00,2.426238
20231022_500101003_12:20,0.799474
20231022_500101003_12:40,0.573629
20231022_500101003_13:00,0.702685
20231022_500101003_13:20,1.631852
20231022_500101003_13:40,1.898036
20231022_500101003_14:00,1.116629
20231022_500101003_14:20,0.556858
20231022_500101003_14:40,1.453635
20231022_500101003_15:00,1.551463
20231022_500101003_15:20,1.840489
20231022_500101003_15:40,1.420393
20231022_500101003_16:00,2.118954
20231022_500101003_16:20,3.061587
20231022_500101003_16:40,2.566363
20231022_500101003_17:00,2.708023
20231022_500101003_17:20,2.477871
20231022_500101003_17:40,2.549492
20231022_500101003_18:00,3.619807
20231022_500101003_18:20,3.851544
20231022_500101003_18:40,3.415740
20231022_500101003_19:00,2.695561
20231022_500101003_19:20,2.558094
20231022_500101003_19:40,3.359018
20231022_500101003_20:00,3.785453
20231022_500101003_20:20,4.177622
20231022_500101003_20:40,3.894139
20231022_500101003_21:00,4.585268
20231022_500101003_21:20,5.742354
20231022_500101003_21:40,6.491119
20231022_500101003_22:00,7.543019
20231022_500101003_22:20,7.312044
20231022_500101003_22:40,8.133449
20231022_500101003_23:00,8.977630
20231022_500101003_23:20,9.133653
20231022_500101003_23:40,9.955522
20231023_500101003_00:00,8.231132
20231023_500101003_00:20,9.520768
20231023_500101003_00:40,9.532565
20231023_500101003_01:00,9.998656
20231023_500101003_01:20,10.354464
20231023_500101003_01:40,10.846843
20231023_500101003_02:00,10.785645
20231023_500101003_02:20,10.493941
20231023_500101003_02:40,10.654784
20231023_500101003_03:00,10.075562
20231023_500101003_03:20,9.981967
20231023_500101003_03:40,9.922729
20231023_500101003_04:00,9.979860
20231023_500101003_04:20,9.516833
20231023_500101003_04:40,9.242789
20231023_500101003_05:00,9.392272
20231023_500101003_05:20,9.674706
20231023_500101003_05:40,9.095067
20231023_500101003_06:00,8.426187
20231023_500101003_06:20,8.186349
20231023_500101003_06:40,8.230939
20231023_500101003_07:00,8.623097
20231023_500101003_07:20,8.401958
20231023_500101003_07:40,7.452113
20231023_500101003_08:00,5.893413
20231023_500101003_08:20,4.352941
20231023_500101003_08:40,3.744044
20231023_500101003_09:00,2.513831
20231023_500101003_09:20,1.613272
20231023_500101003_09:40,0.471810
20231023_500101003_10:00,0.149551
20231023_500101003_10:20,0.280062
20231023_500101003_10:40,0.358274
20231023_500101003_11:00,0.687324
20231023_500101003_11:20,0.736136
20231023_500101003_11:40,0.035453
20231023_500101003_12:00,0.255774
20231023_500101003_12:20,0.021823
20231023_500101003_12:40,0.275196
20231023_500101003_13:00,0.027992
20231023_500101003_13:20,1.367804
20231023_500101003_13:40,1.589119
20231023_500101003_14:00,0.946931
20231023_500101003_14:20,0.007480
20231023_500101003_14:40,0.027656
20231023_500101003_15:00,0.125697
20231023_500101003_15:20,0.019671
20231023_500101003_15:40,0.043124
20231023_500101003_16:00,0.335210
20231023_500101003_16:20,0.376399
20231023_500101003_16:40,0.009215
20231023_500101003_17:00,0.223553
20231023_500101003_17:20,0.749739
20231023_500101003_17:40,0.084107
20231023_500101003_18:00,0.248558
20231023_500101003_18:20,0.171285
20231023_500101003_18:40,0.031650
20231023_500101003_19:00,0.288417
20231023_500101003_19:20,0.409210
20231023_500101003_19:40,0.126483
20231023_500101003_20:00,1.098649
20231023_500101003_20:20,1.440038
20231023_500101003_20:40,2.182086
20231023_500101003_21:00,2.098733
20231023_500101003_21:20,2.824528
20231023_500101003_21:40,4.073646
20231023_500101003_22:00,4.685797
20231023_500101003_22:20,4.947057
20231023_500101003_22:40,5.141217
20231023_500101003_23:00,6.084022
20231023_500101003_23:20,6.215051
20231023_500101003_23:40,6.620745
20231024_500101003_00:00,7.452364
20231024_500101003_00:20,7.501445
20231024_500101003_00:40,8.217311
20231024_500101003_01:00,8.533038
20231024_500101003_01:20,8.875103
20231024_500101003_01:40,9.803173
20231024_500101003_02:00,9.734775
20231024_500101003_02:20,10.224374
20231024_500101003_02:40,11.316929
20231024_500101003_03:00,11.214721
20231024_500101003_03:20,11.264627
20231024_500101003_03:40,10.752707
20231024_500101003_04:00,11.038887
20231024_500101003_04:20,10.803012
20231024_500101003_04:40,10.201039
20231024_500101003_05:00,10.134196
20231024_500101003_05:20,10.052264
20231024_500101003_05:40,10.468321
20231024_500101003_06:00,9.990850
20231024_500101003_06:20,9.664205
20231024_500101003_06:40,9.580280
20231024_500101003_07:00,9.072762
20231024_500101003_07:20,7.798005
20231024_500101003_07:40,5.911597
20231024_500101003_08:00,3.978261
20231024_500101003_08:20,2.196905
20231024_500101003_08:40,1.015514
20231024_500101003_09:00,1.335796
20231024_500101003_09:20,1.642693
20231024_500101003_09:40,0.711931
