ID, month, day, weekday, accumulated minutes, Sun, Mon, Tue, Wed, Thu, Fri, Sat, capacity, bike amount
1696187760,10,2,0,196,1,0,0,0,0,0,0,27,0
1696187820,10,2,0,197,1,0,0,0,0,0,0,27,0
1696187880,10,2,0,198,1,0,0,0,0,0,0,27,0
1696187940,10,2,0,199,1,0,0,0,0,0,0,27,0
1696188060,10,2,0,201,1,0,0,0,0,0,0,27,0
1696188120,10,2,0,202,1,0,0,0,0,0,0,27,0
1696188180,10,2,0,203,1,0,0,0,0,0,0,27,0
1696188240,10,2,0,204,1,0,0,0,0,0,0,27,0
1696188300,10,2,0,205,1,0,0,0,0,0,0,27,0
1696188360,10,2,0,206,1,0,0,0,0,0,0,27,0
1696188420,10,2,0,207,1,0,0,0,0,0,0,27,0
1696188480,10,2,0,208,1,0,0,0,0,0,0,27,0
1696188540,10,2,0,209,1,0,0,0,0,0,0,27,0
1696188600,10,2,0,210,1,0,0,0,0,0,0,27,0
1696188660,10,2,0,211,1,0,0,0,0,0,0,27,0
1696188720,10,2,0,212,1,0,0,0,0,0,0,27,0
1696188780,10,2,0,213,1,0,0,0,0,0,0,27,0
1696188840,10,2,0,214,1,0,0,0,0,0,0,27,0
1696188900,10,2,0,215,1,0,0,0,0,0,0,27,0
1696188960,10,2,0,216,1,0,0,0,0,0,0,27,0
1696189020,10,2,0,217,1,0,0,0,0,0,0,27,0
1696189080,10,2,0,218,1,0,0,0,0,0,0,27,0
1696189140,10,2,0,219,1,0,0,0,0,0,0,27,0
1696189200,10,2,0,220,1,0,0,0,0,0,0,27,0
1696189260,10,2,0,221,1,0,0,0,0,0,0,27,0
1696189320,10,2,0,222,1,0,0,0,0,0,0,27,0
1696189380,10,2,0,223,1,0,0,0,0,0,0,27,0
1696189440,10,2,0,224,1,0,0,0,0,0,0,27,0
1696189500,10,2,0,225,1,0,0,0,0,0,0,27,0
1696189560,10,2,0,226,1,0,0,0,0,0,0,27,0
1696189620,10,2,0,227,1,0,0,0,0,0,0,27,0
1696189680,10,2,0,228,1,0,0,0,0,0,0,27,0
1696189740,10,2,0,229,1,0,0,0,0,0,0,27,0
1696189800,10,2,0,230,1,0,0,0,0,0,0,27,0
1696189860,10,2,0,231,1,0,0,0,0,0,0,27,0
1696189920,10,2,0,232,1,0,0,0,0,0,0,27,0
1696189980,10,2,0,233,1,0,0,0,0,0,0,27,0
1696190040,10,2,0,234,1,0,0,0,0,0,0,27,0
1696190100,10,2,0,235,1,0,0,0,0,0,0,27,0
1696190160,10,2,0,236,1,0,0,0,0,0,0,27,0
1696190220,10,2,0,237,1,0,0,0,0,0,0,27,0
1696190280,10,2,0,238,1,0,0,0,0,0,0,27,0
1696190340,10,2,0,239,1,0,0,0,0,0,0,27,0
1696190400,10,2,0,240,1,0,0,0,0,0,0,27,0
1696190460,10,2,0,241,1,0,0,0,0,0,0,27,0
1696190520,10,2,0,242,1,0,0,0,0,0,0,27,0
1696190580,10,2,0,243,1,0,0,0,0,0,0,27,0
1696190640,10,2,0,244,1,0,0,0,0,0,0,27,0
1696190700,10,2,0,245,1,0,0,0,0,0,0,27,0
1696190760,10,2,0,246,1,0,0,0,0,0,0,27,0
1696190820,10,2,0,247,1,0,0,0,0,0,0,27,0
1696190880,10,2,0,248,1,0,0,0,0,0,0,27,0
1696190940,10,2,0,249,1,0,0,0,0,0,0,27,0
1696191000,10,2,0,250,1,0,0,0,0,0,0,27,0
1696191060,10,2,0,251,1,0,0,0,0,0,0,27,0
1696191120,10,2,0,252,1,0,0,0,0,0,0,27,0
1696191180,10,2,0,253,1,0,0,0,0,0,0,27,0
1696191240,10,2,0,254,1,0,0,0,0,0,0,27,0
1696191300,10,2,0,255,1,0,0,0,0,0,0,27,0
1696191360,10,2,0,256,1,0,0,0,0,0,0,27,0
1696191420,10,2,0,257,1,0,0,0,0,0,0,27,0
1696191480,10,2,0,258,1,0,0,0,0,0,0,27,0
1696191540,10,2,0,259,1,0,0,0,0,0,0,27,0
1696191660,10,2,0,261,1,0,0,0,0,0,0,27,0
1696191720,10,2,0,262,1,0,0,0,0,0,0,27,0
1696191840,10,2,0,264,1,0,0,0,0,0,0,27,0
1696191900,10,2,0,265,1,0,0,0,0,0,0,27,0
1696191960,10,2,0,266,1,0,0,0,0,0,0,27,0
1696192020,10,2,0,267,1,0,0,0,0,0,0,27,0
1696192080,10,2,0,268,1,0,0,0,0,0,0,27,0
1696192140,10,2,0,269,1,0,0,0,0,0,0,27,0
1696192200,10,2,0,270,1,0,0,0,0,0,0,27,0
1696192260,10,2,0,271,1,0,0,0,0,0,0,27,0
1696192320,10,2,0,272,1,0,0,0,0,0,0,27,0
1696192380,10,2,0,273,1,0,0,0,0,0,0,27,0
1696192440,10,2,0,274,1,0,0,0,0,0,0,27,0
1696192500,10,2,0,275,1,0,0,0,0,0,0,27,0
1696192560,10,2,0,276,1,0,0,0,0,0,0,27,0
1696192620,10,2,0,277,1,0,0,0,0,0,0,27,0
1696192680,10,2,0,278,1,0,0,0,0,0,0,27,0
1696192740,10,2,0,279,1,0,0,0,0,0,0,27,0
1696192800,10,2,0,280,1,0,0,0,0,0,0,27,0
1696192860,10,2,0,281,1,0,0,0,0,0,0,27,0
1696192920,10,2,0,282,1,0,0,0,0,0,0,27,0
1696192980,10,2,0,283,1,0,0,0,0,0,0,27,0
1696193040,10,2,0,284,1,0,0,0,0,0,0,27,0
1696193100,10,2,0,285,1,0,0,0,0,0,0,27,0
1696193160,10,2,0,286,1,0,0,0,0,0,0,27,0
1696193220,10,2,0,287,1,0,0,0,0,0,0,27,0
1696193280,10,2,0,288,1,0,0,0,0,0,0,27,0
1696193340,10,2,0,289,1,0,0,0,0,0,0,27,0
1696193400,10,2,0,290,1,0,0,0,0,0,0,27,0
1696193460,10,2,0,291,1,0,0,0,0,0,0,27,0
1696193520,10,2,0,292,1,0,0,0,0,0,0,27,0
1696193580,10,2,0,293,1,0,0,0,0,0,0,27,0
1696193640,10,2,0,294,1,0,0,0,0,0,0,27,0
1696193700,10,2,0,295,1,0,0,0,0,0,0,27,0
1696193760,10,2,0,296,1,0,0,0,0,0,0,27,0
1696193820,10,2,0,297,1,0,0,0,0,0,0,27,0
1696193880,10,2,0,298,1,0,0,0,0,0,0,27,0
1696193940,10,2,0,299,1,0,0,0,0,0,0,27,0
1696194000,10,2,0,300,1,0,0,0,0,0,0,27,0
1696194060,10,2,0,301,1,0,0,0,0,0,0,27,0
1696194120,10,2,0,302,1,0,0,0,0,0,0,27,0
1696194180,10,2,0,303,1,0,0,0,0,0,0,27,0
1696194240,10,2,0,304,1,0,0,0,0,0,0,27,0
1696194300,10,2,0,305,1,0,0,0,0,0,0,27,0
1696194360,10,2,0,306,1,0,0,0,0,0,0,27,0
1696194420,10,2,0,307,1,0,0,0,0,0,0,27,0
1696194480,10,2,0,308,1,0,0,0,0,0,0,27,0
1696194540,10,2,0,309,1,0,0,0,0,0,0,27,0
1696194600,10,2,0,310,1,0,0,0,0,0,0,27,0
1696194660,10,2,0,311,1,0,0,0,0,0,0,27,0
1696194720,10,2,0,312,1,0,0,0,0,0,0,27,0
1696194780,10,2,0,313,1,0,0,0,0,0,0,27,0
1696194840,10,2,0,314,1,0,0,0,0,0,0,27,0
1696194900,10,2,0,315,1,0,0,0,0,0,0,27,0
1696194960,10,2,0,316,1,0,0,0,0,0,0,27,0
1696195020,10,2,0,317,1,0,0,0,0,0,0,27,0
1696195080,10,2,0,318,1,0,0,0,0,0,0,27,0
1696195140,10,2,0,319,1,0,0,0,0,0,0,27,0
1696195260,10,2,0,321,1,0,0,0,0,0,0,27,0
1696195320,10,2,0,322,1,0,0,0,0,0,0,27,1
1696195380,10,2,0,323,1,0,0,0,0,0,0,27,1
1696195440,10,2,0,324,1,0,0,0,0,0,0,27,1
1696195500,10,2,0,325,1,0,0,0,0,0,0,27,1
1696195560,10,2,0,326,1,0,0,0,0,0,0,27,1
1696195620,10,2,0,327,1,0,0,0,0,0,0,27,1
1696195680,10,2,0,328,1,0,0,0,0,0,0,27,1
1696195740,10,2,0,329,1,0,0,0,0,0,0,27,1
1696195800,10,2,0,330,1,0,0,0,0,0,0,27,1
1696195860,10,2,0,331,1,0,0,0,0,0,0,27,1
1696195920,10,2,0,332,1,0,0,0,0,0,0,27,1
1696195980,10,2,0,333,1,0,0,0,0,0,0,27,1
1696196040,10,2,0,334,1,0,0,0,0,0,0,27,1
1696196100,10,2,0,335,1,0,0,0,0,0,0,27,1
1696196160,10,2,0,336,1,0,0,0,0,0,0,27,1
1696196220,10,2,0,337,1,0,0,0,0,0,0,27,1
1696196280,10,2,0,338,1,0,0,0,0,0,0,27,1
1696196340,10,2,0,339,1,0,0,0,0,0,0,27,1
1696196400,10,2,0,340,1,0,0,0,0,0,0,27,1
1696196460,10,2,0,341,1,0,0,0,0,0,0,27,1
1696196520,10,2,0,342,1,0,0,0,0,0,0,27,1
1696196580,10,2,0,343,1,0,0,0,0,0,0,27,1
1696196640,10,2,0,344,1,0,0,0,0,0,0,27,1
1696196700,10,2,0,345,1,0,0,0,0,0,0,27,1
1696196760,10,2,0,346,1,0,0,0,0,0,0,27,1
1696196820,10,2,0,347,1,0,0,0,0,0,0,27,1
1696196880,10,2,0,348,1,0,0,0,0,0,0,27,1
1696196940,10,2,0,349,1,0,0,0,0,0,0,27,1
1696197000,10,2,0,350,1,0,0,0,0,0,0,27,1
1696197060,10,2,0,351,1,0,0,0,0,0,0,27,1
1696197120,10,2,0,352,1,0,0,0,0,0,0,27,1
1696197180,10,2,0,353,1,0,0,0,0,0,0,27,1
1696197240,10,2,0,354,1,0,0,0,0,0,0,27,1
1696197300,10,2,0,355,1,0,0,0,0,0,0,27,1
1696197360,10,2,0,356,1,0,0,0,0,0,0,27,1
1696197420,10,2,0,357,1,0,0,0,0,0,0,27,1
1696197480,10,2,0,358,1,0,0,0,0,0,0,27,1
1696197540,10,2,0,359,1,0,0,0,0,0,0,27,1
1696197600,10,2,0,360,1,0,0,0,0,0,0,27,1
1696197660,10,2,0,361,1,0,0,0,0,0,0,27,1
1696197720,10,2,0,362,1,0,0,0,0,0,0,27,1
1696197780,10,2,0,363,1,0,0,0,0,0,0,27,1
1696197840,10,2,0,364,1,0,0,0,0,0,0,27,1
1696197900,10,2,0,365,1,0,0,0,0,0,0,27,1
1696197960,10,2,0,366,1,0,0,0,0,0,0,27,1
1696198020,10,2,0,367,1,0,0,0,0,0,0,27,1
1696198080,10,2,0,368,1,0,0,0,0,0,0,27,1
1696198140,10,2,0,369,1,0,0,0,0,0,0,27,1
1696198200,10,2,0,370,1,0,0,0,0,0,0,27,1
1696198260,10,2,0,371,1,0,0,0,0,0,0,27,1
1696198320,10,2,0,372,1,0,0,0,0,0,0,27,1
1696198380,10,2,0,373,1,0,0,0,0,0,0,27,1
1696198440,10,2,0,374,1,0,0,0,0,0,0,27,1
1696198500,10,2,0,375,1,0,0,0,0,0,0,27,1
1696198560,10,2,0,376,1,0,0,0,0,0,0,27,1
1696198620,10,2,0,377,1,0,0,0,0,0,0,27,1
1696198680,10,2,0,378,1,0,0,0,0,0,0,27,1
1696198740,10,2,0,379,1,0,0,0,0,0,0,27,1
1696198860,10,2,0,381,1,0,0,0,0,0,0,27,1
1696198920,10,2,0,382,1,0,0,0,0,0,0,27,1
1696198980,10,2,0,383,1,0,0,0,0,0,0,27,1
1696199040,10,2,0,384,1,0,0,0,0,0,0,27,1
1696199100,10,2,0,385,1,0,0,0,0,0,0,27,1
1696199160,10,2,0,386,1,0,0,0,0,0,0,27,1
1696199220,10,2,0,387,1,0,0,0,0,0,0,27,1
1696199280,10,2,0,388,1,0,0,0,0,0,0,27,1
1696199340,10,2,0,389,1,0,0,0,0,0,0,27,1
1696199400,10,2,0,390,1,0,0,0,0,0,0,27,1
1696199460,10,2,0,391,1,0,0,0,0,0,0,27,1
1696199520,10,2,0,392,1,0,0,0,0,0,0,27,1
1696199580,10,2,0,393,1,0,0,0,0,0,0,27,1
1696199640,10,2,0,394,1,0,0,0,0,0,0,27,1
1696199700,10,2,0,395,1,0,0,0,0,0,0,27,1
1696199760,10,2,0,396,1,0,0,0,0,0,0,27,1
1696199820,10,2,0,397,1,0,0,0,0,0,0,27,1
1696199880,10,2,0,398,1,0,0,0,0,0,0,27,1
1696199940,10,2,0,399,1,0,0,0,0,0,0,27,1
1696200000,10,2,0,400,1,0,0,0,0,0,0,27,1
1696200060,10,2,0,401,1,0,0,0,0,0,0,27,1
1696200120,10,2,0,402,1,0,0,0,0,0,0,27,1
1696200180,10,2,0,403,1,0,0,0,0,0,0,27,1
1696200240,10,2,0,404,1,0,0,0,0,0,0,27,1
1696200300,10,2,0,405,1,0,0,0,0,0,0,27,1
1696200360,10,2,0,406,1,0,0,0,0,0,0,27,1
1696200420,10,2,0,407,1,0,0,0,0,0,0,27,2
1696200480,10,2,0,408,1,0,0,0,0,0,0,27,2
1696200540,10,2,0,409,1,0,0,0,0,0,0,27,2
1696200600,10,2,0,410,1,0,0,0,0,0,0,27,2
1696200660,10,2,0,411,1,0,0,0,0,0,0,27,2
1696200720,10,2,0,412,1,0,0,0,0,0,0,27,2
1696200780,10,2,0,413,1,0,0,0,0,0,0,27,2
1696200840,10,2,0,414,1,0,0,0,0,0,0,27,2
1696200900,10,2,0,415,1,0,0,0,0,0,0,27,2
1696200960,10,2,0,416,1,0,0,0,0,0,0,27,2
1696201020,10,2,0,417,1,0,0,0,0,0,0,27,2
1696201080,10,2,0,418,1,0,0,0,0,0,0,27,2
1696201140,10,2,0,419,1,0,0,0,0,0,0,27,2
1696201200,10,2,0,420,1,0,0,0,0,0,0,27,2
1696201320,10,2,0,422,1,0,0,0,0,0,0,27,2
1696201380,10,2,0,423,1,0,0,0,0,0,0,27,2
1696201440,10,2,0,424,1,0,0,0,0,0,0,27,1
1696201500,10,2,0,425,1,0,0,0,0,0,0,27,1
1696201560,10,2,0,426,1,0,0,0,0,0,0,27,1
1696201620,10,2,0,427,1,0,0,0,0,0,0,27,1
1696201680,10,2,0,428,1,0,0,0,0,0,0,27,1
1696201740,10,2,0,429,1,0,0,0,0,0,0,27,1
1696201800,10,2,0,430,1,0,0,0,0,0,0,27,1
1696201860,10,2,0,431,1,0,0,0,0,0,0,27,1
1696201920,10,2,0,432,1,0,0,0,0,0,0,27,1
1696201980,10,2,0,433,1,0,0,0,0,0,0,27,1
1696202040,10,2,0,434,1,0,0,0,0,0,0,27,1
1696202100,10,2,0,435,1,0,0,0,0,0,0,27,1
1696202160,10,2,0,436,1,0,0,0,0,0,0,27,1
1696202220,10,2,0,437,1,0,0,0,0,0,0,27,1
1696202280,10,2,0,438,1,0,0,0,0,0,0,27,1
1696202340,10,2,0,439,1,0,0,0,0,0,0,27,1
1696202460,10,2,0,441,1,0,0,0,0,0,0,27,2
1696202520,10,2,0,442,1,0,0,0,0,0,0,27,2
1696202580,10,2,0,443,1,0,0,0,0,0,0,27,2
1696202640,10,2,0,444,1,0,0,0,0,0,0,27,2
1696202700,10,2,0,445,1,0,0,0,0,0,0,27,2
1696202760,10,2,0,446,1,0,0,0,0,0,0,27,2
1696202820,10,2,0,447,1,0,0,0,0,0,0,27,2
1696202880,10,2,0,448,1,0,0,0,0,0,0,27,2
1696202940,10,2,0,449,1,0,0,0,0,0,0,27,2
1696203060,10,2,0,451,1,0,0,0,0,0,0,27,2
1696203120,10,2,0,452,1,0,0,0,0,0,0,27,2
1696203180,10,2,0,453,1,0,0,0,0,0,0,27,2
1696203240,10,2,0,454,1,0,0,0,0,0,0,27,2
1696203300,10,2,0,455,1,0,0,0,0,0,0,27,2
1696203360,10,2,0,456,1,0,0,0,0,0,0,27,2
1696203420,10,2,0,457,1,0,0,0,0,0,0,27,2
1696203480,10,2,0,458,1,0,0,0,0,0,0,27,2
1696203540,10,2,0,459,1,0,0,0,0,0,0,27,2
1696203600,10,2,0,460,1,0,0,0,0,0,0,27,2
